Word,InverseAverage,InverseLinearRegressionSlope,IndexAboveThreshold(0.3),IndexPolynomialFitAboveThreshold(0.3),InflectionPointPolynomial
sargent,0.974344523,4.133815821,11,11,11.44289941
sargon,0.706900917,1.63147629,3,5,7.805837277
sari,0.847102054,2.370104424,6,10,9.461617467
sarong,0.991114282,4.919536498,11,11,12.08184191
sarsaparilla,0.922486023,2.830459018,10,11,10.12040742
sas,0.947732016,3.542919119,11,11,10.96195751
sash,0.62226725,1.264686787,5,6,6.828463056
sasha,0.943743716,3.538965661,11,11,10.95333047
saskatchewan,0.977163278,4.283612316,11,11,11.60099722
saskatoon,0.864318684,2.706843219,11,11,10.15505348
sasquatch,0.91376098,2.873564639,9,10,10.15366865
sass,0.890224546,2.725093841,11,11,10.00424822
sassafras,0.771973534,1.679157786,7,8,8.117004327
sassed,0.856286165,2.764594083,1,11,10.51346077
sasses,0.972083514,4.187843331,11,11,11.5190758
sassing,0.892226137,2.91628464,11,11,10.34732818
sassy,0.886840313,2.857272498,11,11,10.29765475
satan,0.636098359,1.495537337,1,4,7.278828076
satchel,0.796163323,1.876768684,6,9,8.519400899
sate,0.886923329,2.717164307,11,11,10.00834731
sateen,0.568769485,1.1647154,4,5,6.41289573
satellite,0.514504736,1.345858651,0,1,6.143553981
satiable,0.947528686,3.475520841,10,11,10.87272467
satiate,0.981390415,4.32862961,11,11,11.60126044
satiety,,,,,
satin,0.410996318,1.0541565,2,2,5.019200335
satins,0.926916294,2.964813877,9,11,10.25382711
satiny,0.947796812,3.568502517,11,11,10.95165287
satire,0.859142528,2.33766104,10,10,9.384260987
satiric,0.973295934,4.005286419,11,11,11.34197136
satirical,0.858575403,2.42060397,9,10,9.623826323
satirically,0.889784809,3.023021863,3,11,10.58421938
satirist,0.899979563,2.726736819,11,10,9.948807686
satirize,0.928119949,3.146368217,8,11,10.43850388
satisfaction,0.704777368,1.707938813,1,9,8.052427438
satisfactorily,0.974386012,4.068398245,11,11,11.38990977
satisfactory,0.794872407,2.087182868,1,10,9.01616869
satisfy,0.628661334,1.484399512,1,3,7.263508934
satrap,0.74221385,1.745767066,4,7,8.103256613
satraps,0.938406577,3.137250088,10,11,10.4761129
saturate,0.641459136,1.35874458,4,5,7.051988937
saturation,0.824810451,2.072569183,6,9,8.889914206
saturday,0.668768307,1.63365382,2,3,7.820576841
saturn,0.612683614,1.532546841,1,2,7.293644414
saturnine,0.927656636,2.928505858,10,11,10.24361952
satyr,0.970769216,3.959234344,11,11,11.29348249
sau,0.955295416,3.580963398,9,11,10.92281991
sauce,0.34875755,0.981662234,1,2,4.5007881
sauced,0.952936359,3.529088229,11,11,10.87983145
saucepan,0.600806185,1.189110178,4,6,6.672271157
saucer,0.628161575,1.564135743,1,2,7.484300108
saucily,0.993567354,4.86863606,11,11,11.99579643
saucy,0.927710401,3.318445911,11,11,10.75866046
saudi,0.555102051,1.259263015,2,3,6.396212768
sauerbraten,0.96980765,4.045653399,11,11,11.39227339
sauerkraut,0.582743401,1.190522146,2,6,6.600236198
sauk,0.861734642,2.351378283,8,10,9.386795732
saul,0.724280276,1.590105243,5,7,7.772206118
sauna,0.917098099,3.085425594,8,11,10.45161033
saunders,0.464891228,1.256300941,1,1,5.393237133
saunter,0.799126887,2.093564633,9,10,9.014996211
sauropod,0.987621884,4.56082019,11,11,11.78213333
sausage,0.592444128,1.270562562,3,5,6.752757174
saute,0.776550667,2.164235684,2,2,9.425471245
sauternes,,,,,
savage,0.733348165,1.891112319,3,10,8.580955955
savagely,0.816743137,2.149480143,6,10,9.064418531
savageness,0.927224649,3.246737495,11,11,10.64446708
savagery,0.941211742,3.579975367,11,11,11.01958046
savanna,0.483829505,1.143740537,2,2,5.734283741
savannah,0.780425159,1.868263862,5,9,8.464564439
savant,0.922167952,3.083246217,9,11,10.4253045
saver,0.896253642,2.737214293,10,11,10.01506319
saving,0.252448597,0.98386471,0,1,2.227689862
savior,0.929934798,3.396420585,11,11,10.87516128
saviour,0.920305031,2.95718883,11,11,10.24076794
savor,0.855259009,2.346711725,11,10,9.400460102
savory,0.662538079,1.320811445,3,7,7.169321979
savour,0.967752787,3.854695453,11,11,11.20310012
savoury,0.903671157,2.545699857,10,10,9.750628916
savoy,0.936764431,3.114791527,9,11,10.4460847
savvy,0.886065323,2.772964345,4,11,10.06989386
saw,0.621707236,1.503970529,2,2,7.219351632
sawbones,0.719347797,1.912083169,1,2,8.572971398
sawdust,0.63490944,1.367955371,3,5,7.128934603
sawfish,0.415650638,1.135679219,1,1,4.925580265
sawhorse,0.818682078,2.235644666,7,10,9.306030956
sawmill,0.701747482,1.605040303,4,9,7.86478964
sawyer,0.545193664,1.410982552,0,1,6.685614151
sax,0.943739446,3.521175919,11,11,10.90447986
saxo,0.911383091,2.923264973,11,11,10.22757003
saxon,0.708353171,1.57168439,5,7,7.716041339
saxony,0.922898432,2.853200431,9,11,10.13992591
saxophone,0.587711088,1.176573625,5,5,6.53454604
saxophonist,0.92657599,3.261354467,11,11,10.67934712
say,0.179936429,0.873576606,0,1,2.076356447
sayers,0.765860368,1.555759057,8,8,7.948838125
saying,0.73649941,1.864457531,2,10,8.576945323
sayonara,,,,,
scab,0.760936351,1.813357278,4,9,8.346195508
scabbard,0.701725667,1.542230924,4,6,7.610957126
scabby,0.861599804,2.938004865,3,3,10.7559772
scabrous,,,,,
scaffold,0.812035617,2.029999163,7,9,8.82811622
scalar,0.874100586,2.286372815,8,10,9.3233005
scald,0.834656194,2.292715411,10,10,9.409361982
scale,0.418694243,1.099678169,1,2,5.01236344
scaleless,0.951520476,3.560059367,8,11,10.89952946
scallion,0.97944132,4.226103881,11,11,11.52494731
scallop,0.772473557,2.664115798,1,2,11.29836733
scalp,0.737326553,1.745405836,3,8,8.143244955
scalpel,0.753943983,1.630892091,5,8,8.013727639
scalpers,0.927491322,3.142769595,11,11,10.47429576
scaly,0.702158305,1.732220981,1,3,8.13865151
scam,0.907620633,2.932774195,5,11,10.27372096
scamp,0.583377548,1.195218238,4,5,6.54743849
scamper,0.585764249,1.384024363,0,2,6.913050686
scan,0.711291777,1.605966981,4,7,7.808442462
scandal,0.831120737,2.288292742,10,10,9.362864823
scandalize,0.93688865,3.434088583,11,11,10.89630406
scandalous,0.847197504,2.40184115,11,10,9.566238062
scandalously,0.96957726,4.121281766,11,11,11.4591676
scandinavia,0.786518731,1.894435687,5,9,8.518433574
scandinavian,0.775771899,1.80358,5,8,8.318598933
scandium,0.924251095,2.826593339,10,11,10.13378498
scanner,0.744732824,1.830888672,1,10,8.446165472
scansion,0.839846691,2.203840514,5,10,9.156521625
scant,0.861144387,2.456383451,11,10,9.579056936
scantling,0.956964974,3.695392676,11,11,11.06878979
scanty,0.768207729,1.946409928,5,10,8.637241899
scapegoat,0.927437558,2.952903873,9,11,10.25033857
scapula,0.517264844,1.124204987,3,3,6.027703568
scapular,0.946630343,3.890097658,4,11,11.4292179
scar,0.702002555,1.683582525,1,9,7.991233351
scarab,0.64411515,1.299741757,5,6,7.010077392
scarborough,0.752300051,1.744664425,5,8,8.164133117
scarce,0.603232839,1.325745091,2,4,6.800793273
scarcely,0.689898955,1.601699537,3,5,7.739697493
scarcity,0.858090938,2.308895523,6,10,9.334015969
scare,0.623600332,1.506742444,2,2,7.31472141
scarecrow,0.711415927,1.68224496,3,7,7.964495646
scarf,0.580436551,1.324653199,2,3,6.662490295
scarfed,0.884032871,2.53706619,6,10,9.674753459
scarfing,0.858960363,2.387516018,6,10,9.445689099
scarification,,,,,
scarify,0.98259425,4.382674915,11,11,11.64226453
scarlatti,0.947655033,3.811651109,11,11,11.32637722
scarlet,0.73251642,1.708866127,5,8,8.078103547
scarlett,0.929455989,3.142776579,7,11,10.49617042
scarp,0.88323464,2.793747454,11,11,10.17311473
scarsdale,0.939268973,3.106528722,10,11,10.46242198
scary,0.67786672,1.675780295,1,9,7.983006599
scat,0.812370514,2.04962883,5,9,8.809181712
scathing,0.936689101,3.054561096,10,11,10.40368109
scatter,0.554957602,1.282048587,2,3,6.465771835
scatterbrain,0.732368216,1.969910466,3,2,8.703821196
scatterbrained,0.902103279,2.924972087,5,11,10.25056846
scavenge,0.835044624,2.089913957,7,9,8.941634483
scavenger,0.708839939,1.637766005,3,7,7.864897948
scenario,0.875262485,2.435835025,9,10,9.514036355
scene,0.548870691,1.21587257,1,3,6.354282887
scenery,0.711509752,1.658071019,4,5,7.895202838
scenic,0.874147928,2.460844179,8,10,9.582316698
scent,0.756721399,1.925441095,5,10,8.66431081
scepter,0.805252871,1.942407917,5,9,8.624059918
sceptic,0.907165093,2.991857442,11,11,10.40288409
sceptical,,,,,
scepticism,,,,,
sceptre,0.956661622,3.876946081,11,11,11.33595608
schaeffer,0.93459631,3.132831055,9,11,10.4391973
schedule,0.646053902,1.449711911,5,6,7.305540319
schema,0.968858981,3.914072928,11,11,11.24989128
schematic,0.926552034,3.131363759,7,11,10.44694794
scheme,0.795681468,2.075594,3,10,8.966555495
schemer,0.837843639,2.248447966,3,10,9.238766719
schenectady,0.867596364,2.3469074,9,10,9.397141939
schiller,0.869376646,2.686466803,8,11,10.00690123
schism,,,,,
schist,0.696940901,1.508711632,4,6,7.541716797
schizo,,,,,
schizophrenia,0.826157084,2.139652686,7,9,8.976603545
schizophrenic,0.907463148,3.058652498,11,11,10.51554843
schleswig,0.872778062,2.285041556,7,10,9.327370375
schliemann,0.877138669,2.34604198,9,10,9.413850254
schmidt,0.574553755,1.199387133,3,5,6.497059023
schmitt,0.986880577,4.580838602,11,11,11.7886993
schmuck,,,,,
schnapps,,,,,
schneider,0.843028275,2.438770942,2,10,9.662667928
schneiderman,0.897840111,2.920418255,3,11,10.33150621
schnoz,0.95816846,4.312962937,11,11,11.98213946
scholar,0.595887922,1.391994559,1,2,6.913161323
scholarly,0.92543475,3.091955516,11,11,10.43633916
scholarship,0.689495771,1.557052332,3,6,7.616067431
scholastic,0.723821816,1.665275739,4,7,7.933958513
school,0.527727229,1.349245932,0,1,6.356254576
schoolbag,0.902294086,3.010645057,11,11,10.46225233
schoolbook,0.828482836,2.349751964,8,10,9.563705459
schoolboy,0.828299087,2.301587561,11,10,9.407561829
schoolchild,0.79744011,2.07016704,4,10,8.8799887
schoolfellows,0.96701149,3.833555593,11,11,11.18362923
schoolgirl,0.899041614,2.848380712,11,11,10.18622324
schoolhouse,0.665565129,1.56576965,2,5,7.619460218
schoolmarm,0.908892473,2.913142814,6,11,10.23172927
schoolmaster,0.79280506,1.904412823,5,9,8.569352218
schoolmate,0.694741543,1.529689,4,6,7.60883212
schoolmistress,0.920059663,2.865079362,9,11,10.14608451
schoolroom,0.751822021,1.959084081,1,10,8.778792604
schoolteacher,0.737027046,1.674934491,6,8,8.012368074
schoolwork,0.678167534,1.717509783,1,2,8.074757298
schoolyard,0.837179102,2.459140048,11,11,9.741920541
schoolyards,0.834006197,2.131359789,7,10,9.07345437
schooner,0.595022606,1.465008907,0,1,7.177382172
schreiber,0.781232983,1.678785145,8,8,8.159892355
schrodinger,0.924251095,2.826593339,10,11,10.13378498
schubert,0.910666028,2.872395609,8,10,10.09329911
schultz,0.728679802,1.546833926,5,7,7.724476994
schumacher,0.767524006,2.325061795,0,2,10.00439359
schumann,0.859613987,2.784528296,1,11,10.29100526
schuster,,,,,
schwab,0.864610515,2.248006587,7,10,9.238605456
schwarz,0.912368779,3.447067767,11,11,11.22299335
schwarzenegger,0.875703494,2.652242777,3,11,9.964419094
schweitzer,0.941255982,3.465771479,11,11,10.86402225
sciatica,,,,,
science,0.716279056,1.788782419,4,9,8.252255334
scientific,0.714735574,1.812380004,3,4,8.30550046
scientifically,0.943718456,3.286208719,11,11,10.63057476
scientist,0.493935757,1.330752329,0,1,5.884880394
scilly,0.742354549,1.786765855,4,6,8.198297695
scimitar,0.967508501,3.920513626,11,11,11.25184089
scintillate,0.932689358,3.102502488,10,11,10.43161698
scintillation,0.967210774,3.865569014,11,11,11.20586527
scion,0.925180103,2.972940016,10,11,10.28324372
scipio,0.98689115,4.528780075,11,11,11.75849421
scissor,0.571319786,1.35992303,0,3,6.66508064
sclera,0.647220318,1.440652688,3,4,7.230352124
sclerosis,,,,,
sclerotic,,,,,
scoff,0.793685999,2.002555446,6,9,8.753138927
scoffers,0.943474877,3.245889574,10,11,10.5952863
scold,0.730809852,1.85651932,5,10,8.489136201
scolding,,,,,
scoliosis,0.980044315,4.468450285,11,11,11.72803535
sconces,0.930533401,3.033880418,9,11,10.33439026
scone,0.398568536,0.989948075,2,2,5.089160591
scoop,0.730267972,1.653768164,5,8,7.977430952
scoopful,0.97328599,4.029968822,11,11,11.35746828
scoot,0.816655498,2.443409408,1,11,9.904026762
scooter,0.561291116,1.41298872,1,2,6.741654195
scope,0.796397184,2.090248954,10,10,9.00566771
scorch,0.715392436,1.615781729,4,7,7.82156485
scorcher,0.951578517,3.710585358,11,11,11.0925795
score,0.192529746,0.909860547,0,1,1.617678293
scoreboard,0.630421795,1.238950679,6,6,6.872568692
scorecard,0.968923466,4.184475014,11,11,11.5745378
scorekeeper,0.978776312,4.571601581,11,11,11.88412896
scorer,0.527649102,1.039424316,5,5,6.133958803
scoria,0.645393085,1.426218072,3,4,7.17780635
scorn,0.674429118,1.755614897,1,2,8.15273133
scornful,0.839605198,2.363470641,11,10,9.531143588
scornfully,0.790205524,2.085548504,4,10,8.992154545
scorpion,0.642252145,1.328079613,5,6,7.023914152
scorpius,0.874141052,2.361437866,7,10,9.40442714
scot,0.876857558,2.450772157,10,10,9.575597631
scotch,0.860684365,2.424164074,10,10,9.587041824
scotchman,0.710310602,1.549782912,5,7,7.675718065
scotia,0.698773375,1.595045937,3,5,7.73630195
scotland,0.6724997,1.577751181,2,4,7.670219491
scots,0.831983079,2.133168448,5,10,9.030117001
scotsman,0.805428921,1.959175547,5,9,8.656485511
scott,0.761379695,2.045290772,3,3,8.928600753
scottie,0.649355962,1.644694787,0,2,7.885688036
scottish,0.714371492,1.567424601,4,7,7.733375555
scotts,0.880328935,2.678358407,11,11,9.985574773
scotty,0.682650931,1.775472946,0,2,8.249951313
scoundrel,0.808476737,2.160023348,4,10,9.076912956
scour,0.746390158,1.812858192,2,9,8.383227841
scourge,0.822698714,1.997273238,7,9,8.744906865
scout,0.501592751,1.252671402,1,2,5.91154244
scoutmaster,0.90868594,3.495923344,4,11,11.31924402
scow,0.706873018,1.682500662,1,9,8.106836763
scowl,0.70165846,1.634597138,5,7,7.841788346
scows,0.951357098,3.557041074,11,11,10.92591941
scrabble,0.849003015,2.367028109,11,10,9.451473126
scrag,,,,,
scraggly,0.921892506,3.201685813,11,11,10.63439616
scraggy,0.898110487,2.887862694,11,11,10.2522035
scram,0.873408313,2.568097741,6,10,9.777162337
scramble,0.689198619,1.69215779,1,3,7.977650872
scranton,0.936932836,3.176255,9,11,10.49912901
scrap,0.632759456,1.538543742,0,2,7.460466314
scrapbook,0.786358841,2.022318549,6,10,8.851108073
scrape,0.646984711,1.558248545,3,3,7.552637324
scraper,0.838921574,2.371382531,2,10,9.537599803
scrappy,0.872122062,3.007507606,0,11,10.92442915
scratch,0.526376488,1.354571089,0,1,6.368394498
scratcher,0.934959937,3.450899933,11,11,10.90694435
scratchy,0.903543272,2.73329785,10,10,9.989691037
scrawl,0.785840333,2.014695763,4,10,8.791466417
scrawniness,0.971854159,4.229480011,7,11,11.54236303
scrawny,0.752978422,1.907949665,3,10,8.580246585
scream,0.704938897,1.730916118,4,9,8.100321697
screamer,0.993632111,4.84423504,11,11,11.98316808
scree,0.819001511,2.019214147,5,9,8.824247354
screech,0.690382795,1.7053822,3,3,8.015859815
screechy,0.933379594,3.289609348,11,11,10.65861482
screen,0.535067507,1.23860233,1,2,6.298985259
screenplay,0.896694222,2.47918803,9,10,9.640172949
screenwriter,0.680811965,1.537335041,3,4,7.55734036
screw,0.592059871,1.481844175,0,2,7.052764156
screwdriver,0.700508559,1.684850192,3,3,7.922284108
screwworm,0.841941931,1.97573187,8,10,8.822841463
screwworms,,,,,
scribble,0.786032536,2.030897433,6,10,8.867072988
scribbler,0.973472386,4.019615771,11,11,11.35235394
scribe,0.697696576,1.673307806,1,4,7.945390778
scriber,0.951811691,3.442874309,11,11,10.80092527
scrim,0.740048349,1.691048469,6,6,7.919820893
scrimmage,0.195907509,0.830283127,1,1,3.047414598
scrimp,0.984323909,4.479593101,11,11,11.71192236
scrimshaw,0.990772367,4.825588138,11,11,11.97964306
scrip,,,,,
script,0.732764598,1.600052451,5,7,7.853550634
scripture,0.812172317,1.982975066,4,10,8.781000668
scriptwriter,0.930117321,2.951096045,10,11,10.27328722
scrivener,0.819740613,1.890700035,7,9,8.602887548
scroll,0.629363681,1.358414949,1,5,7.048022231
scrooge,0.913872303,3.069076601,4,11,10.49893667
scrotum,0.864385678,2.13665077,9,10,9.11469171
scrounge,0.836086703,2.271106733,5,10,9.298376278
scrounger,0.942630679,4.3784258,1,11,12.4058477
scroungy,0.83155101,2.533036235,1,11,9.972798081
scrub,0.683107027,1.521020941,5,6,7.554232669
scrubber,0.731460709,1.578433972,5,7,7.793546989
scrubby,0.882296884,2.60924147,8,10,9.820826874
scrubwoman,0.983144746,4.393939395,11,11,11.65288194
scruff,0.859315584,2.532380577,11,11,9.764086693
scruffy,0.907904749,3.207200989,11,11,10.78693853
scrumptious,0.877557086,2.818840853,3,11,10.27051531
scrunch,0.825933924,2.12374254,8,10,9.054232512
scruple,0.835507945,2.216486203,9,10,9.177761311
scrupulous,0.910163839,2.867863932,11,11,10.14304424
scrupulously,0.943856394,3.269560758,9,11,10.61483634
scrutinise,0.933425612,3.30962008,11,11,10.68485378
scrutinize,0.903201748,2.936608145,11,11,10.31572579
scrutiny,0.861639699,2.389436029,11,10,9.448494474
scuba,0.50687482,1.245234237,2,2,5.955521777
scud,0.831555311,2.22237509,5,10,9.186708809
scuff,0.795279836,1.97868018,5,9,8.743134055
scuffle,0.841133445,2.408816308,11,10,9.582171174
scull,0.695995982,1.447344039,5,7,7.448668663
scullery,0.837672101,2.096705249,6,9,8.944107301
scullion,0.656503476,1.280210229,6,6,7.063386789
sculpt,0.979611579,4.304249644,11,11,11.57374057
sculptor,0.492372343,1.118168447,3,3,5.821346323
sculptural,0.86989184,2.4440721,7,10,9.53008087
sculpture,0.442841687,1.087153992,2,2,5.319732397
scum,0.718327493,1.777994087,2,3,8.228531283
scumming,0.799208614,2.88691406,1,2,11.74835523
scummy,0.832758852,2.252514956,4,10,9.233174766
scurrilous,0.977720723,4.161862112,11,11,11.47286587
scurry,0.695504463,1.626723821,4,6,7.802661399
scurvy,0.405377652,1.08173376,1,2,4.864274851
scuttle,0.843153574,2.337030021,11,10,9.421571803
scylla,0.617842805,1.794938388,0,0,8.62038297
scythe,0.742175626,1.849490594,2,10,8.510444794
scythia,0.946322393,3.63164006,11,11,11.04486569
scythian,0.91629083,2.828239748,8,10,10.0882757
sea,0.195231467,0.897505866,0,1,2.047577985
seabed,0.930140846,2.959868398,10,11,10.27959403
seabird,0.810343705,1.890609256,7,9,8.568599665
seaboard,0.806403693,1.990066398,5,9,8.699351237
seaborne,0.824964923,2.094364314,5,9,8.941512728
seacoast,0.536059185,1.188525985,2,3,6.215371422
seacoasts,0.817561232,2.010574041,9,9,8.816403842
seafarer,0.823445529,1.987002506,9,9,8.791164397
seafaring,0.634520202,1.322652576,4,5,6.966896737
seafood,0.442759958,1.103245852,1,2,5.441038397
seagoing,0.708415857,1.512768724,5,7,7.605873277
seagull,0.646593577,1.457582608,3,3,7.26281337
seahorse,0.617584255,1.335543747,4,4,6.853456673
seal,0.444919581,1.076320538,1,2,5.47420967
sealer,0.597920415,1.386766535,2,2,6.846411135
sealskin,0.69813505,1.694351565,3,3,7.875067891
sealskins,0.897005024,2.527799176,10,10,9.725155706
sealy,,,,,
seam,0.755933707,1.801316964,6,8,8.300288511
seaman,0.553299059,1.236715277,2,3,6.364031563
seamanship,0.710548222,1.477454384,5,7,7.560758479
seamless,0.902484971,2.749786292,8,10,9.952454803
seamlessly,0.964857918,3.870491216,9,11,11.2060956
seamount,0.872105111,2.610447955,6,10,9.782228597
seamstress,0.537858869,1.445572239,0,0,6.694360898
seamy,,,,,
sean,0.779504512,1.917565884,3,9,8.56726409
seance,0.822886024,2.186085278,1,10,9.224812279
seaplane,0.788973079,2.285732857,3,3,9.435813514
seaport,0.445929648,1.161240505,1,2,5.316472141
sear,0.896720902,2.923749703,11,11,10.3614997
search,0.527057855,1.219273887,2,2,6.160505643
searcher,0.599008626,1.348599242,2,3,6.825736862
searchingly,0.880448609,2.701848767,7,10,10.01927918
searchlight,0.858748593,2.658268437,4,11,10.07322059
seascape,0.966345701,3.81777381,11,11,11.1681678
seashell,0.786949824,2.042327416,4,10,8.877349605
seashore,0.403093819,1.023358054,0,2,5.099993492
seasick,0.504206024,1.255430083,1,2,5.983014067
seasickness,0.788300034,1.850666988,5,9,8.444108349
seaside,0.596493538,1.195754353,5,5,6.62825015
season,0.339666427,1.006008493,0,1,4.307253723
seasonable,0.975487502,4.153224607,11,11,11.45098622
seasonal,0.648738432,1.425434728,3,4,7.208910583
seasonally,0.969986156,3.976686274,11,11,11.29854392
seasoning,0.922250622,3.194233394,7,11,10.5603749
seat,0.536941416,1.333611482,0,2,6.441082413
seatbelt,0.852628067,2.413543446,6,10,9.451455118
seatmate,,,,,
seattle,0.773579954,1.953156197,3,10,8.656956821
seawall,0.731060399,1.614039139,4,7,7.826640334
seaward,0.614632652,1.326160586,3,4,6.859988556
seawater,0.597137896,1.283772457,4,4,6.74479351
seaway,0.70787755,1.54256556,4,7,7.646346251
seaweed,0.37644656,0.976813314,2,2,4.866273847
seaworthy,0.671959161,1.420372177,4,6,7.29874255
seb,0.946915955,3.632496182,11,11,11.06878577
sebaceous,0.950625705,3.358019752,10,11,10.73328869
sebastian,0.803407653,2.013649451,7,9,8.806647303
sec,0.751943198,1.641429013,5,8,7.994888781
secede,0.600531279,1.22836808,4,5,6.671866177
secession,0.600531279,1.22836808,4,5,6.671866177
seclude,0.828556072,2.166924114,5,10,9.09701635
seclusion,0.845616172,2.534793408,1,11,9.879959699
secondary,0.809826764,1.982581314,8,9,8.749133553
secondhand,0.867862367,2.513992789,7,10,9.699570145
secrecy,0.815212671,2.208482463,11,10,9.214441196
secret,0.510295893,1.248658537,1,2,6.076190785
secretarial,0.835170596,2.13732037,6,9,9.015894013
secretariat,0.939100243,3.607835972,11,11,11.12459222
secretary,0.62747017,1.405375923,3,3,7.052217642
secrete,0.723036495,1.477238213,5,7,7.640736129
secretion,0.844256272,2.13739149,6,10,9.04354828
secretive,0.826760814,2.172862919,6,9,9.056216225
secretively,0.986433503,4.51865245,11,11,11.74943964
secretly,0.736793813,1.766652993,5,9,8.231204067
sect,0.887675018,2.491980556,9,10,9.614274074
section,0.514659509,1.231342858,1,2,6.086796348
sectional,0.906185686,2.677003599,9,10,9.894669837
sectionalism,0.690450752,1.480049396,5,6,7.419429345
sector,0.881044593,2.801756773,11,11,10.21751233
secular,0.761666733,1.601474525,7,8,7.957725438
secure,0.56748625,1.384904059,0,2,6.78561667
securely,0.69221101,1.758626789,4,3,8.15805024
security,0.565964181,1.424533131,0,1,6.854326408
sedan,0.628252211,1.453457564,1,3,7.196935895
sedate,0.839561962,2.202468741,8,9,9.119055469
sedately,0.80996409,2.242100581,2,10,9.284163165
sedation,0.970035072,4.034810589,11,11,11.37661387
sedative,0.72410467,1.482463007,7,8,7.671479372
sedentary,0.981054372,4.427424665,11,11,11.69391622
seder,,,,,
sedge,0.845208443,2.27467542,5,10,9.299349645
sediment,0.50181037,1.32602596,0,1,6.057186845
sedimentary,0.548560022,1.339815956,1,2,6.46723946
sedimentation,0.967132505,4.118439167,11,11,11.46630747
sedition,0.977720723,4.161862112,11,11,11.47286587
seduce,,,,,
seducer,0.984435832,4.424344514,11,11,11.68004028
seductive,0.850854822,2.557333414,10,11,9.929213578
seductively,0.84538173,2.223281839,7,10,9.228484845
sedulity,,,,,
sedulously,,,,,
see,0.343444601,1.000663123,0,1,4.380116759
seed,0.421275948,1.191697332,0,1,4.911844757
seedbed,0.828590796,2.000776315,6,9,8.798006044
seeder,0.687063637,1.360287979,6,7,7.313942525
seedless,0.841110946,2.230997098,7,9,9.139629667
seedling,0.403965607,1.116838758,0,1,4.849063691
seedpod,0.937925822,3.079254242,10,11,10.43171628
seedpods,0.785542472,1.817636146,7,8,8.352229989
seedy,0.992338286,4.779045682,11,11,11.93801136
seek,0.581290831,1.379213001,1,2,6.819804829
seeker,0.762333048,1.867187329,2,9,8.453278324
seem,0.533326539,1.303030044,1,2,6.342993773
seemingly,0.781980785,2.013456819,3,10,8.830114828
seemly,0.930144567,3.078825149,11,11,10.39272172
seep,0.545732127,1.237160223,1,3,6.354405438
seepage,0.903075086,2.751100345,9,10,9.999085139
seer,0.855450023,2.240911768,8,9,9.191210102
seesaw,0.439250312,1.107123493,0,2,5.396729926
seesawed,0.942918745,3.234445263,10,11,10.58259298
seethe,0.855620395,2.414428208,8,10,9.518836147
segment,0.454622621,1.167551666,1,2,5.469692722
segovia,,,,,
segregate,0.531144541,1.169750869,2,3,6.192590683
segregation,0.582310881,1.207238712,4,5,6.550275004
segue,0.939268973,3.106528722,10,11,10.46242198
sei,0.850006529,2.012707581,9,10,8.906524892
seine,0.763839865,1.739631596,5,8,8.185158082
seiner,,,,,
seismic,0.838449726,2.110114174,6,9,8.984200642
seismograph,0.738345182,1.605482562,5,7,7.861905087
seismologist,0.67988027,1.489239523,3,6,7.451005632
seize,0.567231396,1.253563338,4,4,6.525535902
seizure,0.474177502,1.127700001,2,2,5.63896407
seldom,0.645567775,1.601406425,1,2,7.63990328
select,0.557280698,1.282725328,2,2,6.450986417
selection,0.592856583,1.346835269,1,3,6.807019569
selective,0.849305081,2.147933024,9,10,9.092048847
selectively,0.898729978,2.530382835,10,10,9.705229446
selectivity,0.925891456,3.071884811,8,11,10.39636676
selectman,0.914770102,2.946051964,7,11,10.24452599
selectmen,0.837093507,1.97101854,8,9,8.78822924
selector,0.958185039,3.708342639,11,11,11.08619068
selena,0.880697695,2.75814822,11,11,10.13527889
selenite,0.869462719,2.798560439,11,11,10.34854372
selenium,0.763441498,1.817121281,4,7,8.289185438
seleucia,0.828295958,2.013051278,7,9,8.780470563
seleucid,0.827702297,2.016043836,7,9,8.780545679
seleucus,0.851285593,2.165415724,7,9,9.07281297
self,0.670354011,1.787838988,1,2,8.258063497
selfish,0.711737015,1.769116368,1,3,8.227050196
selfishness,0.796819186,2.359535725,3,3,9.750763259
selfless,0.976942396,4.133438997,11,11,11.44952689
selfsame,0.944230543,3.471296987,11,11,10.87026693
selina,0.898219776,2.651685824,10,10,9.87456374
seljuk,0.932252263,3.024554221,9,11,10.34341881
selkirk,0.883186087,2.373452794,9,10,9.478644655
sell,0.37484045,1.092786913,0,1,4.417398107
seller,0.583068659,1.213325743,4,5,6.53655707
sellout,0.830335753,1.960010057,9,10,8.783003517
selma,0.933010937,3.248840355,7,11,10.58557046
seltzer,0.909619067,2.902590279,8,10,10.15946437
selvage,0.958715195,3.886228466,11,11,11.28644553
semantic,0.935746955,3.079084065,10,11,10.4123616
semanticists,,,,,
semaphore,0.908840794,2.961803874,11,11,10.3159119
semblance,0.902523578,3.047833396,11,11,10.59419268
semen,0.594965755,1.226522223,4,5,6.660535176
semester,0.684857581,1.525174842,5,6,7.560010455
semi,0.859659725,2.398481224,10,10,9.496455825
semiannual,,,,,
semiannually,0.855877869,2.19023431,8,10,9.13397009
semiarid,0.6694569,1.366209987,5,6,7.202832763
semicentennial,,,,,
semicircle,0.885454088,2.5897478,10,10,9.776795565
semicircular,0.857414285,2.193562352,9,10,9.151500289
semicolon,0.622525422,1.280568673,3,6,6.88475432
